timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.A,volume_transparency.B,volume_transparency.C,volume_transparency.D
2022-10-09T00:00:00Z,0.047741290,0.048320600,0.037699078,0.043484060,464713.47,0.040641197,0.041213177,0.040481208,0.040645575,31453.58,31453,6191,105749,321318
2022-10-08T00:00:00Z,0.039957736,0.050400244,0.038819605,0.047256528,430886.94,0.040937868,0.041071005,0.040386231,0.040531595,27545.23,27545,6745,125673,270922
2022-10-07T00:00:00Z,0.040867233,0.055022381,0.038237654,0.042648100,435809.98,0.041379491,0.041466297,0.040633509,0.040998919,24076.84,24076,6016,101027,304689
2022-10-06T00:00:00Z,0.041906174,0.046545679,0.038574489,0.040944392,436829.94,0.041794864,0.042094635,0.041227040,0.041395089,26129.20,26129,5736,95037,309926
2022-10-05T00:00:00Z,0.044604779,0.046111145,0.038843524,0.041765884,415016.47,0.041899216,0.042468526,0.041377477,0.041802894,34536.56,34536,5736,95659,279084
2022-10-04T00:00:00Z,0.040279905,0.053218077,0.038798832,0.044519577,494703.01,0.041695091,0.042469969,0.041569028,0.041745624,41510.55,41510,6213,118930,328048
2022-10-03T00:00:00Z,0.047224340,0.053195235,0.038761287,0.040401237,400019.58,0.041170545,0.042123360,0.040796121,0.041622658,40644.92,40644,5576,104362,249435
2022-10-02T00:00:00Z,0.044769264,0.054053362,0.038517426,0.047240976,416988.24,0.042007300,0.042007300,0.041231783,0.041533813,38012.43,38012,6608,112905,259462
2022-10-01T00:00:00Z,0.038599146,0.058822176,0.036037084,0.043730353,444842.42,0.042270354,0.042359167,0.041643707,0.041957928,13752.77,13752,6184,109114,315790
2022-09-30T00:00:00Z,0.059757606,0.060232830,0.037947487,0.039906730,322925.57,0.042411551,0.043007710,0.041775176,0.042356698,23066.05,23066,5483,98153,196221
2022-09-29T00:00:00Z,0.045055811,0.057962915,0.038456587,0.055339398,476610.06,0.042615230,0.042999953,0.041905366,0.042377221,68690.88,68690,7367,133745,266806
2022-09-28T00:00:00Z,0.039362752,0.046089165,0.036769093,0.043524013,399292.73,0.042242716,0.042876847,0.041545358,0.042535471,33105.36,33105,5911,94062,266213
2022-09-27T00:00:00Z,0.041842420,0.042526504,0.036497769,0.039322831,432646.53,0.042285080,0.043266844,0.041637552,0.042136730,29971.52,29971,5347,89056,308270
2022-09-26T00:00:00Z,0.040212195,0.042866821,0.037602132,0.041774391,516758.32,0.041539261,0.042920941,0.041539261,0.042282363,75614.10,75614,5601,112767,322775
2022-09-25T00:00:00Z,0.039258360,0.042462837,0.036030916,0.039754468,403573.69,0.041342650,0.041801351,0.040985470,0.041533997,39942.39,39942,5431,100505,257693
2022-09-24T00:00:00Z,0.037887402,0.042550528,0.034378321,0.038861746,447764.43,0.041304798,0.041939088,0.040973941,0.041313554,35505.57,35505,5373,88937,317948
2022-09-23T00:00:00Z,0.039380377,0.042957021,0.035262726,0.038425913,396422.52,0.041751924,0.042564657,0.040904259,0.041510028,35200.16,35200,5288,100758,255175
2022-09-22T00:00:00Z,0.035530214,0.042497701,0.035087599,0.039061251,398200.79,0.040752579,0.042638333,0.040752579,0.041672199,37779.98,37779,5116,96523,258780
2022-09-21T00:00:00Z,0.041133134,0.042169408,0.035691958,0.036627759,403395.60,0.041657036,0.042076211,0.040089082,0.040711087,58245.87,58245,5300,84072,255776
2022-09-20T00:00:00Z,0.035829210,0.043302997,0.034299161,0.040765663,474877.05,0.041815726,0.041928080,0.041001988,0.041652031,30533.39,30533,5710,103917,334716
2022-09-19T00:00:00Z,0.038908716,0.043119592,0.034120084,0.037156089,384377.34,0.041502432,0.042423436,0.040990305,0.041896050,37535.10,37535,5240,88551,253050
2022-09-18T00:00:00Z,0.040396897,0.042157132,0.033429423,0.039880672,685271.23,0.042078778,0.042078778,0.040240957,0.041398605,83852.06,83852,5543,95614,500261
2022-09-17T00:00:00Z,0.037497969,0.042792202,0.033236824,0.039144495,443697.91,0.041905846,0.042617068,0.041849958,0.042036120,52691.19,52691,5555,97683,287767
2022-09-16T00:00:00Z,0.036033873,0.042622232,0.034923906,0.036703431,435166.90,0.041955146,0.042281329,0.041086866,0.041947515,61121.92,61121,5147,101118,267778
2022-09-15T00:00:00Z,0.038580829,0.043711155,0.033836044,0.035212476,402713.65,0.041948696,0.042379176,0.040481194,0.041910622,48981.74,48981,4796,83859,265076
2022-09-14T00:00:00Z,0.038339333,0.043869347,0.033443569,0.038581227,385924.89,0.042218344,0.043029801,0.028605083,0.041948437,59157.38,59157,5340,96449,224977
2022-09-13T00:00:00Z,0.041843263,0.044584824,0.037120789,0.038347301,494948.80,0.043591217,0.043718307,0.040394650,0.042285061,68859.31,68859,5393,96718,323977
2022-09-12T00:00:00Z,0.042734497,0.045130424,0.037021707,0.041294768,469764.72,0.045000088,0.045000088,0.043352886,0.043741349,47727.92,47727,7231,113108,301696
2022-09-11T00:00:00Z,0.038949149,0.045399021,0.037288905,0.042513050,426196.93,0.045583127,0.045766630,0.044791356,0.045029961,30612.75,30612,5620,93741,296222
2022-09-10T00:00:00Z,0.039557780,0.045553289,0.037711935,0.039017853,398671.37,0.045704936,0.046200671,0.045205340,0.045580858,36364.91,36364,5030,92997,264278
2022-09-09T00:00:00Z,0.044978746,0.046043742,0.039546496,0.040941402,459520.42,0.045578905,0.046283332,0.045158203,0.045533659,94954.92,94954,5340,92598,266626
2022-09-08T00:00:00Z,0.043210833,0.045875243,0.038157575,0.043631799,415744.80,0.045812613,0.045917567,0.045029167,0.045519002,41579.69,41579,5729,91687,276748
2022-09-07T00:00:00Z,0.041412061,0.045970088,0.035616266,0.041843188,338135.74,0.045078166,0.046848837,0.044634304,0.045824636,35532.03,35532,5356,45282,251964
2022-09-06T00:00:00Z,0.040742415,0.046349288,0.037448297,0.041922676,443062.17,0.045933834,0.046548207,0.044571317,0.045207085,51475.18,51475,5411,97457,288718
2022-09-05T00:00:00Z,0.042068060,0.045888184,0.036638169,0.039579837,378873.92,0.045582154,0.046206291,0.045451952,0.045927607,32665.26,32665,5081,89514,251612
2022-09-04T00:00:00Z,0.039780465,0.049269929,0.039051645,0.042727152,378661.94,0.045425952,0.049150337,0.045301186,0.045476326,78754.56,78754,5498,103348,191060
2022-09-03T00:00:00Z,0.042204257,0.048208683,0.035561213,0.038081503,280665.16,0.045199128,0.045543390,0.044711855,0.045020105,24698.00,24698,5012,83860,167093
2022-09-02T00:00:00Z,0.041053733,0.044865223,0.038013956,0.041443930,374178.46,0.044869429,0.045833015,0.044189907,0.045230263,34371.78,34371,5290,82919,251596
2022-09-01T00:00:00Z,0.042552008,0.045070352,0.038816106,0.041671739,414172.30,0.044716847,0.045566133,0.044326532,0.044949726,42927.61,42927,5510,108291,257442
2022-08-31T00:00:00Z,0.039153251,0.046890569,0.038094437,0.043046100,515432.16,0.043936186,0.045243566,0.043525367,0.044686189,34862.17,34862,5735,132383,342450
2022-08-30T00:00:00Z,0.040193888,0.046129201,0.038553879,0.039425328,466752.83,0.044265357,0.044958481,0.043122774,0.044166535,28579.47,28579,5265,144275,288632
2022-08-29T00:00:00Z,0.044163103,0.046312480,0.038087397,0.040035299,396849.14,0.043231775,0.045450293,0.043231775,0.044244301,20910.93,20910,5298,122057,248582
2022-08-28T00:00:00Z,0.045398647,0.046523726,0.037576853,0.044406240,490756.91,0.044047312,0.044047312,0.042641773,0.043247896,24303.52,24303,6009,140866,319577
2022-08-27T00:00:00Z,0.040107296,0.046162060,0.038397426,0.044304793,447893.20,0.043577824,0.044406036,0.043113448,0.043980439,32079.70,32079,5849,150163,259800
2022-08-26T00:00:00Z,0.043104757,0.047104172,0.038617698,0.039924271,481466.77,0.045408014,0.045408014,0.042677467,0.043523121,52905.99,52905,5324,141998,281237
2022-08-25T00:00:00Z,0.046083014,0.047882686,0.039997706,0.043482918,472820.81,0.045383647,0.046848322,0.045114004,0.045502459,46547.74,46547,5663,144169,276440
2022-08-24T00:00:00Z,0.039600696,0.048318438,0.038732194,0.046402932,512011.67,0.046019261,0.046380935,0.045143661,0.045308473,28114.94,28114,5965,161254,316676
2022-08-23T00:00:00Z,0.044456483,0.048457324,0.038976322,0.039245244,502231.05,0.046304605,0.047009956,0.045344584,0.045820346,49678.59,49678,5159,127485,319908
2022-08-22T00:00:00Z,0.046959685,0.047209561,0.045034827,0.046183660,218617.74,0.046873640,0.047149453,0.045047164,0.046232255,61541.48,61541,5824,140689,10562
2022-08-21T00:00:00Z,0.047136592,0.048475847,0.046672079,0.047019695,320170.11,0.047084194,0.048551466,0.046497762,0.047023119,60197.82,60197,5910,149154,104907
2022-08-20T00:00:00Z,0.047457718,0.048197263,0.046725361,0.047222045,197281.05,0.047301229,0.048263342,0.046247800,0.047141884,37713.96,37713,5837,139586,14143
2022-08-19T00:00:00Z,0.049012865,0.049012865,0.046876500,0.047493450,246733.68,0.048976000,0.048976000,0.046126741,0.047425479,59939.18,59939,5885,157659,23249
2022-08-18T00:00:00Z,0.048965659,0.049776751,0.048884671,0.049056305,228304.65,0.048928061,0.049686276,0.048662421,0.048997908,37245.43,37245,5866,176914,8278
2022-08-17T00:00:00Z,0.049598275,0.050619146,0.048671389,0.048932442,211833.83,0.049546249,0.050442263,0.048386258,0.048931734,45904.62,45904,5735,147610,12582
2022-08-16T00:00:00Z,0.049256415,0.049757121,0.048994904,0.049509173,180773.63,0.049310890,0.049746683,0.048863011,0.049395118,23841.67,23841,5855,148219,2857
2022-08-15T00:00:00Z,0.049936773,0.050451873,0.048773843,0.049377300,221084.58,0.049860873,0.050367153,0.048307831,0.049268734,59275.31,59275,5827,147536,8445
2022-08-14T00:00:00Z,0.050288898,0.051114230,0.049241066,0.049928786,246928.68,0.050277594,0.051131176,0.049061230,0.049852211,59247.53,59247,5905,163232,18542
2022-08-13T00:00:00Z,0.050609114,0.051510960,0.050066098,0.050206376,218608.00,0.050624678,0.051527206,0.050061790,0.050135323,58148.93,58148,5871,140993,13593
2022-08-12T00:00:00Z,0.049379786,0.050871678,0.049172388,0.050571500,242359.28,0.049408147,0.051186523,0.049407662,0.050556135,49946.27,49946,5942,169237,17233
